"StartDate","EndDate","QualtricsStatus","IPAddress","Progress","Duration","isFinishedSurvey","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Consent","prolific_id","Gender","Age","Ethnicity","Education","Employment","Income","Militarism_1","Militarism_2_reverse","Internationalism_1","Internationalism_2_reverse","Ideology_LR","PoliticalInterest","KnowledgeTest_Conservative","KnowledgeTest_NATO","KnowledgeTest_UK","KnowledgeTest_Zelensky","AttentionCheck","Control_First_Click","Control_Last_Click","Control_Page_Submit","Control_Click_Count","Control_Direct","Control_Indirect","Control_Economic","Control_Political","Control_General","Control_Threat","T1_First_Click","T1_Last_Click","T1_Page_Submit","T1_Click_Count","T1_Direct","T1_Indirect","T1_Economic","T1_Political","T1_General","T1_Threat","T2_First_Click","T2_Last_Click","T2_Page_Submit","T2_Click_Count","T2_Direct","T2_Indirect","T2_Economic","T2_Political","T2_General","T2_Threat","Knowledge_Score","Knowledge_Index","Ideology_Index","Militarism_Index","Internationalism_Index","Control_Nonmilitary_Index","T1_Nonmilitary_Index","T2_Nonmilitary_Index","Control_Overall_Index","T1_Overall_Index","T2_Overall_Index","Control_Time_Spent_Index","T1_Time_Spent_Index","T2_Time_Spent_Index","Treatment","Z","TreatmentGroup","Direct_Raw","Indirect_Raw","Economic_Raw","Political_Raw","General_Raw","Threat_Raw","Nonmilitary_Index_Raw","Overall_Index_Raw","Time_Spent_Index","Time_Cutoff","Direct","Indirect","Economic","Political","General","Threat","Nonmilitary_Index","Overall_Index"
"11/14/22 7:48","11/14/22 7:51","IP Address","71.195.39.57",100,173,TRUE,"11/14/22 7:51","R_1IWZrhHdCVdaXDH",NA,NA,NA,NA,45.1701,-93.1913,"anonymous","EN","I agree","5d4fa7c197082b0001f7f483",1,"25-34 years old",1,0,1,1,-1,0,1,-1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56,71.38,72.406,18,0,1,1,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.1,-1,0,NA,3,NA,NA,3,NA,NA,72.406,NA,"T",1,"T1",0,1,1,1,5,8,3,3,72.406,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 7:48","11/14/22 7:51","IP Address","71.94.173.78",100,163,TRUE,"11/14/22 7:51","R_31iW2NkxTr6SgL1",NA,NA,NA,NA,46.1847,-119.1391,"anonymous","EN","I agree","5b847cdbe611ff0001c326b3",0,"25-34 years old",1,1,1,0,0,-1,1,-1,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.572,80.191,80.709,11,1,1,1,1,8,7,4,1,0.3,-1,0,NA,NA,3,NA,NA,4,NA,NA,80.709,"T",1,"T2",1,1,1,1,8,7,3,4,80.709,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,1.28442614176245,0.166012755923355,0.589241076757026,1.23351538954684
"11/14/22 7:49","11/14/22 7:52","IP Address","66.16.47.226",100,167,TRUE,"11/14/22 7:52","R_1fdaJyDgkXEYX13",NA,NA,NA,NA,41.3186,-72.9302,"anonymous","EN","I agree","6109a6e65fed731dcaecb1f1",0,"18-24 years old",1,0,0,1,-1,-1,1,1,1,1,1,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,54.739,56.383,9,1,1,1,1,5,7,2,0.5,0.1,-2,2,NA,NA,3,NA,NA,4,NA,NA,56.383,"T",1,"T2",1,1,1,1,5,7,3,4,56.383,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,0.166012755923355,0.589241076757026,1.23351538954684
"11/14/22 7:46","11/14/22 7:52","IP Address","107.126.60.185",100,343,TRUE,"11/14/22 7:52","R_1LMxGBVOF6GNCc2",NA,NA,NA,NA,35.7806,-87.4753,"anonymous","EN","I agree","5e69747159921f000b6a17df",0,"35-44 years old",1,0,1,1,-1,-1,1,-1,3,1,1,0,1,1,3,82.097,116.069,121.889,8,0,1,1,0,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.3,-2,0,2,NA,NA,2,NA,NA,121.889,NA,NA,"C",0,"C",0,1,1,0,5,7,2,2,121.889,1,-0.536495331038436,0.613690778003282,0.397973920370762,-2.88372059700751,-0.157539126273742,0.166012755923355,-0.547423968083947,-0.672536814455769
"11/14/22 7:43","11/14/22 7:53","IP Address","72.212.174.223",100,603,TRUE,"11/14/22 7:53","R_UcMH2BhXe42CKhX",NA,NA,NA,NA,37.2731,-76.7279,"anonymous","EN","I agree","5eca872c8473f05c071aee4d",1,"25-34 years old",0,1,1,0,-1,0,1,0,3,1,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.669,65.961,67.649,13,0,1,1,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.3,-1,1,NA,3,NA,NA,3,NA,NA,67.649,NA,"T",1,"T1",0,1,1,1,7,8,3,3,67.649,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 7:52","11/14/22 7:54","IP Address","70.228.88.201",100,90,TRUE,"11/14/22 7:54","R_33asuSN3XGJDEdM",NA,NA,NA,NA,38.2634,-85.673,"anonymous","EN","I agree","6085e2e8973ab5cf8b35cb28",0,"25-34 years old",1,0,1,0,-1,-1,1,1,2,1,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.348,19.983,20.348,15,1,1,1,1,7,6,3,0.75,0.2,-2,2,NA,NA,3,NA,NA,4,NA,NA,20.348,"T",1,"T2",1,1,1,1,7,6,3,4,20.348,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,-0.297892048012001,0.589241076757026,1.23351538954684
"11/14/22 7:52","11/14/22 7:54","IP Address","108.83.2.120",100,133,TRUE,"11/14/22 7:54","R_CdHBFMQM54YbRLz",NA,NA,NA,NA,33.1062,-117.2947,"anonymous","EN","I agree","607dd6f5c5c64b4c2fb5609f",1,"25-34 years old",1,1,1,1,1,0,0,-1,5,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,40.257,40.808,18,0,1,1,1,6,8,4,1,0.5,1,-1,NA,NA,3,NA,NA,3,NA,NA,40.808,"T",1,"T2",0,1,1,1,6,8,3,3,40.808,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 7:52","11/14/22 7:55","IP Address","172.77.86.39",100,155,TRUE,"11/14/22 7:55","R_Wk9EqjgJKMdDEWZ",NA,NA,NA,NA,31.0594,-87.4855,"anonymous","EN","I agree","5c1dafd089f035000172c520",0,"25-34 years old",1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,51.402,74.642,76.377,7,1,1,1,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.1,0,2,3,NA,NA,4,NA,NA,76.377,NA,NA,"C",0,"C",1,1,1,1,7,8,3,4,76.377,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,0.803771052417052,0.629917559858711,0.589241076757026,1.23351538954684
"11/14/22 7:52","11/14/22 7:56","IP Address","174.203.244.45",100,193,TRUE,"11/14/22 7:56","R_ssW0pCbI91FXUZ3",NA,NA,NA,NA,35.1796,-80.8459,"anonymous","EN","I agree","6111a326db1361c762452c25",0,"25-34 years old",1,0,1,0,0,0,0,-1,6,1,1,0,0,1,3,3.321,37.394,37.957,19,1,1,1,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.6,0,-1,3,NA,NA,4,NA,NA,37.957,NA,NA,"C",0,"C",1,1,1,1,4,6,3,4,37.957,0,1.85771517613309,0.613690778003282,0.397973920370762,0.345614453573934,-0.638194215619139,-0.297892048012001,0.589241076757026,1.23351538954684
"11/14/22 7:53","11/14/22 7:56","IP Address","184.57.38.29",100,164,TRUE,"11/14/22 7:56","R_2ea0jHr0pC3H9sg",NA,NA,NA,NA,40.1873,-82.9899,"anonymous","EN","I agree","5f4b52e323952f0008e0fd48",0,"18-24 years old",1,1,1,1,-1,-1,1,1,2,0,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.195,57.478,58.02,17,0,1,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.2,-2,2,NA,3,NA,NA,3,NA,NA,58.02,NA,"T",1,"T1",0,1,1,1,6,6,3,3,58.02,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,-0.297892048012001,0.589241076757026,0.280489287545534
"11/14/22 7:54","11/14/22 7:56","IP Address","174.206.232.58",100,155,TRUE,"11/14/22 7:56","R_Ryoebs10oTDWFpf",NA,NA,NA,NA,40.7869,-74.2535,"anonymous","EN","I agree","6092dd6404c116f1786d3dd5",1,"35-44 years old",1,1,1,1,1,0,0,-1,7,1,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.268,60.917,61.905,16,0,0,0,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,0.7,1,-1,NA,1,NA,NA,1,NA,NA,61.905,NA,"T",1,"T1",0,0,0,1,5,8,1,1,61.905,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,0.345614453573934,-0.157539126273742,0.629917559858711,-1.68408901292492,-1.62556291645707
"11/14/22 7:52","11/14/22 7:56","IP Address","152.208.66.162",100,264,TRUE,"11/14/22 7:56","R_2Wwk9ryhKAb4Xb9",NA,NA,NA,NA,40.3404,-76.7882,"anonymous","EN","I agree","5ee6cc4e34f12e44e827f657",1,"35-44 years old",1,1,1,1,0,0,1,0,6,1,1,0,1,1,3,39.941,55.814,57.201,7,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.6,0,1,0,NA,NA,0,NA,NA,57.201,NA,NA,"C",0,"C",0,0,0,0,3,5,0,0,57.201,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,-2.88372059700751,-1.11884930496454,-0.761796851947358,-2.82075405776589,-2.57858901845838
"11/14/22 7:55","11/14/22 7:57","IP Address","71.187.98.150",100,145,TRUE,"11/14/22 7:57","R_2DNA8fvYjaKIg0R",NA,NA,NA,NA,40.734,-74.0712,"anonymous","EN","I agree","610081ebf9f870b4213e06cb",1,"25-34 years old",1,1,1,1,-1,0,1,-1,5,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.936,30.336,31.277,6,0,0,0,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.5,-1,0,NA,1,NA,NA,1,NA,NA,31.277,NA,"T",1,"T1",0,0,0,1,2,5,1,1,31.277,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,0.345614453573934,-1.59950439430993,-0.761796851947358,-1.68408901292492,-1.62556291645707
"11/14/22 7:56","11/14/22 7:58","IP Address","71.176.236.235",100,129,TRUE,"11/14/22 7:58","R_3QWuhGpFi12w2fm",NA,NA,NA,NA,37.6653,-77.5364,"anonymous","EN","I agree","6123d27b5481e1189844b7b0",1,"18-24 years old",1,1,0,0,-1,0,1,1,1,1,0,1,1,1,3,33.067,54.336,56.531,13,0,1,1,1,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.75,0.1,-1,2,3,NA,NA,3,NA,NA,56.531,NA,NA,"C",0,"C",0,1,1,1,9,5,3,3,56.531,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,1.76508123110785,-0.761796851947358,0.589241076757026,0.280489287545534
"11/14/22 7:56","11/14/22 7:59","IP Address","98.164.238.145",100,156,TRUE,"11/14/22 7:59","R_1FzchIP7Xr2z1fO",NA,NA,NA,NA,33.4601,-117.6382,"anonymous","EN","I agree","5f8f846ac44f8f1fb3a03873",1,"25-34 years old",1,0,0,1,0,0,0,0,5,0,1,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.933,48.362,49.648,13,0,0,0,0,1,5,2,0.5,0.5,0,0,NA,NA,0,NA,NA,0,NA,NA,49.648,"T",1,"T2",0,0,0,0,1,5,0,0,49.648,0,-0.536495331038436,-1.62403535154527,-2.50432369404041,-2.88372059700751,-2.08015948365533,-0.761796851947358,-2.82075405776589,-2.57858901845838
"11/14/22 7:55","11/14/22 7:59","IP Address","47.148.227.239",100,235,TRUE,"11/14/22 7:59","R_dprWmWtVgnZdoxr",NA,NA,NA,NA,33.8059,-117.3466,"anonymous","EN","I agree","615169b7895fb4f2e865a3e3",0,"35-44 years old",1,1,1,1,-1,0,1,0,5,0,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77,75.228,76.239,24,0,1,1,1,6,3,3,0.75,0.5,-1,1,NA,NA,3,NA,NA,3,NA,NA,76.239,"T",1,"T2",0,1,1,1,6,3,3,3,76.239,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,-1.68960645981807,0.589241076757026,0.280489287545534
"11/14/22 7:58","11/14/22 7:59","IP Address","50.222.161.234",100,82,TRUE,"11/14/22 7:59","R_268Uvma1oMI6je8",NA,NA,NA,NA,40.7053,-74.0866,"anonymous","EN","I agree","5c48d9b3cd853b0001287890",1,"25-34 years old",1,1,1,1,-1,-1,1,-1,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.329,30.529,31.258,11,0,0,1,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.3,-2,0,NA,2,NA,NA,2,NA,NA,31.258,NA,"T",1,"T1",0,0,1,1,3,10,2,2,31.258,0,-0.536495331038436,-1.62403535154527,0.397973920370762,0.345614453573934,-1.11884930496454,1.55772716772942,-0.547423968083947,-0.672536814455769
"11/14/22 7:58","11/14/22 8:00","IP Address","35.136.13.9",100,130,TRUE,"11/14/22 8:00","R_2SitwZrYJpO1PwB",NA,NA,NA,NA,27.4749,-82.6186,"anonymous","EN","I agree","62b09bc02efbcc7d0dd81f3b",0,"25-34 years old",1,0,0,0,-1,1,1,0,4,0,1,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,56.712,57.681,9,0,1,1,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.4,0,1,NA,3,NA,NA,3,NA,NA,57.681,NA,"T",1,"T1",0,1,1,1,6,6,3,3,57.681,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,-0.297892048012001,0.589241076757026,0.280489287545534
"11/14/22 7:59","11/14/22 8:01","IP Address","184.191.134.215",100,127,TRUE,"11/14/22 8:01","R_1rlvX8kjOPgBq4O",NA,NA,NA,NA,33.4589,-112.0709,"anonymous","EN","I agree","58d3edd4ad1e550001c5d45c",1,"25-34 years old",1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,3,22.685,39.918,41.068,6,0,1,1,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,-2,2,3,NA,NA,3,NA,NA,41.068,NA,NA,"C",0,"C",0,1,1,1,6,8,3,3,41.068,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,0.629917559858711,0.589241076757026,0.280489287545534
"11/14/22 7:58","11/14/22 8:01","IP Address","174.216.1.28",100,187,TRUE,"11/14/22 8:01","R_VWjHcMqybLG3sI1",NA,NA,NA,NA,35.2296,-80.843,"anonymous","EN","I agree","5c02f544e6eafc0001f6d37b",1,"25-34 years old",1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,6.563,67.9,68.675,21,0,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.3,2,2,3,NA,NA,3,NA,NA,68.675,NA,NA,"C",0,"C",0,1,1,1,5,5,3,3,68.675,0,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,-0.157539126273742,-0.761796851947358,0.589241076757026,0.280489287545534
"11/14/22 7:57","11/14/22 8:01","IP Address","76.107.215.189",100,235,TRUE,"11/14/22 8:01","R_3Hq7IHj9qzPIZeF",NA,NA,NA,NA,32.553,-92.0422,"anonymous","EN","I agree","6135dd3307f6e86bcbc33a0d",1,"55+ years old",1,1,0,0,1,0,-1,-1,10,1,1,1,1,1,3,68.108,103.577,104.626,6,0,1,1,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,-2,3,NA,NA,3,NA,NA,104.626,NA,NA,"C",0,"C",0,1,1,1,6,7,3,3,104.626,1,-0.536495331038436,0.613690778003282,0.397973920370762,0.345614453573934,0.323115963071655,0.166012755923355,0.589241076757026,0.280489287545534
